Age,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
43,Female,Travel_Frequently,Human Resources,28,4,Human Resources,1,4,1,Human Resources,4,Divorced,7354.0,1,No,13,3,1,2,22,1,4,21,19,2,20,No
31,Female,Travel_Frequently,Research & Development,25,4,Medical,2,2,1,Research Director,1,Married,3091.0,0,Yes,13,3,4,2,11,5,3,5,4,2,1,Yes
55,Male,Travel_Rarely,Research & Development,23,5,Technical Degree,1,3,1,Laboratory Technician,1,Married,7791.0,6,No,20,3,4,0,35,4,1,28,28,1,27,Yes
54,Male,Travel_Rarely,Research & Development,23,2,Marketing,2,1,1,Sales Executive,1,Married,6454.0,5,Yes,17,3,3,1,32,0,2,26,24,1,25,Yes
28,Male,Non-Travel,Research & Development,13,2,Technical Degree,3,1,4,Research Director,3,Married,9661.0,4,No,15,3,1,1,8,4,2,8,7,5,5,No
53,Female,Travel_Rarely,Sales,21,2,Technical Degree,1,4,5,Manufacturing Director,3,Married,14580.0,4,Yes,18,3,3,3,34,4,3,33,33,1,33,No
30,Female,Travel_Rarely,Sales,7,1,Medical,1,4,2,Sales Representative,2,Married,7127.0,8,No,15,4,3,2,11,0,1,6,4,6,4,No
60,Female,Travel_Rarely,Sales,25,2,Marketing,3,4,5,Manufacturing Director,1,Married,17057.0,8,No,22,3,1,2,42,2,4,37,35,4,37,No
20,Male,Travel_Frequently,Research & Development,26,5,Medical,1,4,1,Sales Representative,2,Single,2169.0,5,No,14,3,3,3,1,2,1,0,0,0,0,Yes
50,Male,Travel_Rarely,Research & Development,5,1,Technical Degree,1,4,4,Sales Executive,3,Divorced,14931.0,2,No,24,4,3,2,27,3,4,24,24,1,23,No
23,Female,Travel_Rarely,Sales,25,3,Other,4,2,4,Sales Executive,1,Married,10113.0,6,No,13,3,4,0,3,2,2,0,0,0,0,Yes
27,Male,Travel_Rarely,Research & Development,17,4,Life Sciences,3,3,1,Research Scientist,2,Divorced,2798.0,3,No,22,3,4,3,8,1,3,2,0,2,2,No
22,Male,Travel_Rarely,Research & Development,13,2,Human Resources,4,4,4,Healthcare Representative,1,Divorced,8251.0,4,No,12,3,3,1,0,6,3,0,0,0,0,No
40,Male,Travel_Frequently,Research & Development,15,3,Technical Degree,3,4,1,Manager,1,Single,5734.0,6,No,13,3,1,2,22,5,3,20,18,1,16,No
27,Male,Travel_Rarely,Research & Development,28,2,Human Resources,2,2,5,Research Scientist,4,Divorced,12744.0,6,Yes,17,3,4,1,7,6,4,5,5,4,5,No
19,Female,Travel_Rarely,Sales,3,4,Marketing,3,3,3,Sales Executive,2,Divorced,8327.0,7,No,18,3,3,2,1,4,2,0,0,0,0,No
30,Female,Travel_Rarely,Sales,23,5,Other,3,4,4,Human Resources,3,Married,8853.0,0,Yes,25,3,2,3,10,6,2,8,7,1,7,No
57,Male,Travel_Rarely,Research & Development,4,5,Human Resources,4,3,1,Sales Representative,2,Married,8104.0,4,No,15,3,2,1,35,3,3,30,30,3,28,No
19,Male,Travel_Rarely,Sales,15,4,Human Resources,1,3,1,Research Director,2,Divorced,3149.0,8,Yes,21,3,3,2,1,4,3,0,0,0,0,Yes
37,Male,Non-Travel,Research & Development,18,3,Marketing,3,2,4,Manager,2,Married,10489.0,6,No,11,4,2,0,16,0,4,12,11,4,11,No
18,Male,Non-Travel,Research & Development,28,1,Technical Degree,1,2,2,Human Resources,4,Single,4076.0,1,Yes,13,3,4,3,0,6,4,0,0,0,0,No
54,Male,Travel_Rarely,Research & Development,3,1,Technical Degree,3,4,1,Research Director,1,Divorced,5383.0,0,No,14,3,1,2,31,2,1,24,21,1,20,No
26,Female,Travel_Rarely,Research & Development,7,2,Life Sciences,4,1,4,Manufacturing Director,3,Divorced,9249.0,7,No,20,3,3,2,6,0,4,5,2,4,1,No
34,Male,Travel_Rarely,Research & Development,8,4,Marketing,3,2,1,Healthcare Representative,4,Single,4359.0,8,No,23,3,4,2,13,3,1,9,8,0,5,Yes
26,Female,Travel_Frequently,Research & Development,11,4,Other,2,3,2,Research Scientist,3,Single,7035.0,4,Yes,23,4,1,3,8,5,3,4,1,3,4,No
28,Female,Travel_Rarely,Research & Development,25,1,Life Sciences,3,3,3,Sales Executive,4,Single,9168.0,5,No,22,3,2,2,7,1,2,5,2,3,2,No
32,Male,Travel_Rarely,Research & Development,22,3,Marketing,3,4,2,Manager,1,Single,5124.0,1,No,14,3,2,2,11,2,4,9,8,2,7,No
41,Female,Travel_Frequently,Sales,26,4,Technical Degree,1,4,5,Laboratory Technician,3,Divorced,15762.0,4,No,22,3,2,1,23,0,2,18,17,3,15,No
55,Male,Travel_Rarely,Research & Development,9,5,Life Sciences,1,4,4,Manufacturing Director,2,Married,11996.0,3,Yes,11,3,2,1,33,5,4,26,23,1,26,No
52,Male,Travel_Rarely,Research & Development,20,5,Technical Degree,2,3,2,Sales Executive,4,Married,8524.0,7,No,20,3,4,3,31,6,4,30,28,4,28,No
47,Male,Travel_Rarely,Sales,12,4,Medical,3,2,3,Manager,3,Married,10228.0,7,No,19,3,4,3,26,2,1,19,19,3,17,No
48,Female,Travel_Rarely,Research & Development,5,3,Medical,1,1,1,Research Director,1,Married,6327.0,4,Yes,22,3,1,0,26,4,4,26,23,0,25,No
22,Female,Non-Travel,Research & Development,1,5,Life Sciences,3,2,4,Manufacturing Director,3,Single,9046.0,7,Yes,20,3,3,2,1,1,3,0,0,0,0,No
31,Female,Travel_Frequently,Research & Development,14,3,Life Sciences,4,1,2,Research Director,4,Married,6229.0,5,No,25,3,1,1,10,6,2,9,7,1,6,Yes
28,Male,Travel_Rarely,Research & Development,25,1,Marketing,4,2,3,Laboratory Technician,1,Married,7485.0,5,No,25,3,3,1,7,5,4,6,3,0,5,No
26,Female,Travel_Rarely,Research & Development,25,2,Other,2,4,2,Sales Representative,2,Divorced,5714.0,3,Yes,14,3,2,2,3,2,2,0,0,0,0,Yes
51,Female,Travel_Rarely,Research & Development,25,1,Other,4,3,5,Laboratory Technician,4,Divorced,16423.0,2,No,12,3,2,2,32,6,2,25,25,1,25,No
29,Female,Travel_Rarely,Research & Development,3,2,Medical,1,1,4,Manager,4,Married,9589.0,8,Yes,23,3,2,3,7,1,2,2,2,1,0,No
52,Male,Travel_Rarely,Research & Development,29,5,Medical,1,2,1,Manufacturing Director,1,Single,7608.0,4,No,19,3,2,0,31,5,4,28,28,1,27,No
52,Female,Travel_Rarely,Sales,15,2,Medical,2,3,3,Manager,4,Married,12812.0,3,No,24,3,4,0,29,4,1,28,27,4,26,No
18,Male,Travel_Rarely,Sales,10,2,Technical Degree,3,1,2,Sales Representative,3,Single,3794.0,5,Yes,14,3,1,3,0,4,2,0,0,0,0,Yes
57,Female,Travel_Rarely,Research & Development,26,4,Other,1,1,4,Research Director,2,Divorced,15858.0,3,No,14,3,3,3,37,0,2,36,36,0,32,No
39,Female,Travel_Rarely,Research & Development,10,2,Life Sciences,4,3,2,Manager,3,Single,6725.0,5,No,21,3,3,1,19,3,4,15,15,1,15,No
46,Female,Travel_Rarely,Sales,24,4,Medical,1,4,4,Manufacturing Director,1,Married,13819.0,7,No,16,3,4,3,25,0,4,18,17,4,14,No
25,Male,Travel_Rarely,Research & Development,3,2,Human Resources,2,3,5,Human Resources,4,Divorced,10809.0,7,Yes,18,3,2,0,2,1,3,0,0,0,0,No
28,Male,Travel_Rarely,Research & Development,29,4,Marketing,4,4,2,Sales Representative,2,Married,5839.0,5,Yes,15,3,1,1,5,0,3,0,0,0,0,No
58,Female,Travel_Rarely,Sales,6,5,Life Sciences,4,2,5,Human Resources,1,Married,16562.0,0,No,22,3,2,0,36,5,1,33,30,2,31,No
54,Female,Travel_Rarely,Research & Development,5,5,Life Sciences,4,2,3,Laboratory Technician,3,Single,9793.0,0,Yes,18,3,4,2,32,2,1,31,31,1,29,No
31,Male,Travel_Rarely,Sales,24,2,Life Sciences,2,3,5,Healthcare Representative,4,Married,13924.0,2,No,11,3,3,0,8,5,1,2,0,2,1,No
47,Male,Travel_Rarely,Research & Development,19,3,Other,2,4,4,Sales Executive,4,Married,11744.0,1,Yes,23,3,4,1,25,0,1,23,22,3,21,No
52,Female,Travel_Rarely,Research & Development,14,5,Medical,3,2,3,Research Director,1,Divorced,9807.0,0,No,14,3,3,0,29,3,2,22,22,6,20,No
38,Female,Travel_Rarely,Research & Development,17,1,Marketing,3,4,2,Sales Executive,3,Single,6675.0,0,Yes,11,3,1,1,19,5,4,13,11,1,12,No
54,Male,Travel_Rarely,Research & Development,12,1,Technical Degree,3,4,2,Sales Executive,4,Single,11328.0,5,No,13,3,3,1,31,5,3,26,24,3,24,No
22,Female,Travel_Frequently,Research & Development,9,4,Marketing,2,4,4,Sales Representative,3,Divorced,7972.0,6,No,21,3,1,3,2,5,2,0,0,0,0,Yes
36,Male,Travel_Rarely,Research & Development,26,3,Marketing,4,3,1,Research Director,2,Divorced,4460.0,7,Yes,17,3,2,0,14,3,4,9,8,4,5,Yes
31,Female,Non-Travel,Sales,25,4,Human Resources,4,4,1,Laboratory Technician,4,Single,2389.0,2,No,11,3,2,3,8,5,4,2,1,2,0,No
43,Female,Travel_Frequently,Sales,3,2,Marketing,1,3,2,Research Scientist,2,Divorced,6543.0,0,No,15,3,4,3,20,1,2,18,15,3,14,No
21,Female,Travel_Rarely,Human Resources,18,5,Technical Degree,3,2,4,Sales Representative,4,Single,7361.0,4,Yes,11,4,1,0,0,4,2,0,0,0,0,Yes
42,Female,Non-Travel,Sales,4,3,Marketing,4,2,1,Healthcare Representative,1,Divorced,5934.0,7,No,16,3,2,1,23,3,3,19,17,2,19,Yes
59,Male,Travel_Rarely,Research & Development,14,4,Human Resources,4,1,5,Sales Executive,4,Single,16855.0,3,No,19,3,1,2,40,1,1,34,32,2,34,No
42,Female,Travel_Rarely,Research & Development,24,4,Marketing,4,1,2,Research Scientist,4,Single,6382.0,1,Yes,13,3,2,0,20,3,1,16,15,2,15,No
35,Female,Travel_Frequently,Human Resources,6,1,Medical,4,2,5,Laboratory Technician,3,Divorced,14336.0,8,Yes,21,3,2,3,17,3,3,11,8,1,7,No
57,Female,Non-Travel,Research & Development,26,2,Human Resources,2,4,4,Manager,3,Married,14931.0,8,No,21,3,3,3,35,4,3,35,33,4,35,No
25,Female,Travel_Rarely,Research & Development,15,4,Medical,3,4,5,Sales Executive,2,Married,11816.0,2,No,24,4,4,1,3,2,1,3,0,1,0,Yes
56,Female,Travel_Rarely,Research & Development,17,1,Medical,4,2,1,Research Director,2,Divorced,8804.0,6,No,22,3,3,3,37,1,2,37,34,1,36,No
57,Female,Travel_Frequently,Research & Development,24,3,Life Sciences,4,2,1,Research Scientist,2,Single,7586.0,0,Yes,25,4,1,2,38,3,1,33,31,2,30,No
31,Male,Non-Travel,Research & Development,5,4,Human Resources,4,1,3,Healthcare Representative,4,Divorced,8240.0,7,No,16,3,2,3,9,6,4,5,4,2,1,No
49,Female,Travel_Rarely,Research & Development,29,1,Marketing,4,4,2,Research Director,4,Married,8139.0,7,Yes,14,3,4,1,27,3,4,23,21,5,21,No
55,Male,Travel_Rarely,Research & Development,6,2,Other,1,2,4,Healthcare Representative,2,Single,12393.0,2,No,16,3,2,0,33,0,3,29,27,0,26,No
50,Male,Travel_Rarely,Research & Development,21,5,Other,4,1,2,Research Director,1,Single,9247.0,4,Yes,12,4,2,1,31,5,1,29,26,0,27,No
40,Male,Travel_Rarely,Research & Development,26,3,Other,4,1,5,Manager,1,Single,13843.0,3,No,14,3,3,3,18,2,1,14,12,2,13,No
32,Male,Non-Travel,Research & Development,5,4,Technical Degree,4,4,4,Sales Representative,4,Married,10273.0,6,No,23,3,1,1,10,4,4,8,7,1,5,No
50,Female,Travel_Rarely,Sales,19,1,Medical,1,1,4,Research Director,1,Married,13486.0,6,No,23,3,4,3,29,6,1,29,27,4,26,No
42,Female,Non-Travel,Sales,14,4,Medical,2,1,1,Laboratory Technician,1,Single,7071.0,7,No,17,3,4,1,24,1,3,24,23,4,23,Yes
34,Female,Travel_Frequently,Research & Development,4,5,Medical,1,3,5,Healthcare Representative,2,Single,12916.0,4,No,21,3,4,0,14,3,3,9,8,2,8,No
50,Male,Travel_Rarely,Research & Development,5,4,Human Resources,4,2,1,Sales Representative,1,Married,6139.0,4,No,16,3,1,3,32,5,4,26,23,1,26,No
19,Female,Travel_Rarely,Research & Development,11,4,Technical Degree,2,4,1,Human Resources,1,Married,1977.0,7,No,19,4,4,2,0,1,1,0,0,0,0,Yes
31,Male,Travel_Rarely,Research & Development,27,1,Marketing,4,2,3,Manager,4,Single,8127.0,4,Yes,21,3,1,2,11,4,1,5,5,4,2,No
57,Male,Travel_Rarely,Research & Development,2,5,Life Sciences,2,3,1,Sales Executive,4,Divorced,8335.0,0,No,17,3,4,2,35,2,4,29,26,1,26,No
57,Female,Travel_Rarely,Research & Development,22,3,Human Resources,4,4,2,Research Director,4,Divorced,9896.0,2,No,11,3,2,2,36,0,2,29,27,8,28,No
56,Male,Travel_Rarely,Research & Development,2,1,Medical,4,2,4,Manager,1,Divorced,12867.0,1,Yes,16,3,1,3,34,2,2,29,26,0,28,No
23,Male,Travel_Rarely,Research & Development,20,5,Marketing,2,1,1,Sales Executive,2,Married,3525.0,4,Yes,21,4,3,3,4,0,1,3,2,1,0,No
23,Male,Travel_Rarely,Sales,12,5,Other,2,4,2,Manufacturing Director,3,Divorced,4981.0,7,No,13,3,4,0,0,1,3,0,0,0,0,Yes
20,Male,Travel_Rarely,Research & Development,16,4,Life Sciences,4,3,5,Manager,4,Divorced,11096.0,8,Yes,18,3,3,1,0,2,2,0,0,0,0,No
24,Female,Travel_Rarely,Research & Development,17,2,Other,1,1,4,Sales Executive,4,Married,10403.0,8,No,23,3,1,3,5,2,1,0,0,0,0,Yes
25,Male,Travel_Frequently,Research & Development,4,2,Marketing,1,3,5,Healthcare Representative,4,Divorced,12604.0,0,No,11,3,2,2,4,2,2,0,0,0,0,No
59,Male,Travel_Rarely,Research & Development,14,3,Marketing,1,1,2,Laboratory Technician,2,Single,9760.0,0,No,20,4,3,3,38,4,4,35,35,2,33,No
32,Male,Travel_Rarely,Research & Development,7,4,Other,1,2,5,Sales Representative,3,Married,12140.0,0,Yes,12,3,3,2,13,1,2,10,7,1,6,Yes
46,Female,Travel_Frequently,Research & Development,15,2,Human Resources,2,2,5,Research Director,3,Single,14889.0,0,No,13,3,2,0,26,6,2,19,16,2,16,No
50,Female,Travel_Frequently,Research & Development,16,1,Life Sciences,2,2,5,Laboratory Technician,4,Divorced,16283.0,8,No,24,3,2,1,32,0,4,31,31,0,29,No
47,Male,Non-Travel,Research & Development,8,3,Other,1,3,1,Laboratory Technician,1,Single,5855.0,0,No,13,3,1,3,25,2,3,20,19,1,19,No
56,Female,Travel_Rarely,Sales,2,4,Other,3,4,1,Laboratory Technician,4,Married,6560.0,6,Yes,17,3,4,1,35,1,1,34,33,0,32,No
44,Female,Travel_Rarely,Research & Development,19,1,Human Resources,3,2,1,Manager,4,Divorced,5646.0,5,No,23,3,3,2,22,6,3,19,19,5,15,No
53,Female,Travel_Rarely,Research & Development,1,2,Other,3,3,4,Manager,1,Married,11470.0,8,No,18,4,3,2,30,5,3,25,22,4,24,No
46,Female,Travel_Rarely,Research & Development,23,2,Life Sciences,4,1,2,Laboratory Technician,1,Divorced,8158.0,8,No,25,4,1,1,27,4,2,24,24,3,22,No
55,Male,Travel_Rarely,Research & Development,4,2,Technical Degree,1,2,1,Manager,4,Married,7916.0,3,No,19,3,4,0,33,4,1,29,28,1,26,No
50,Male,Travel_Rarely,Research & Development,27,2,Life Sciences,4,1,5,Human Resources,2,Married,16465.0,8,Yes,17,3,1,1,31,5,2,24,22,2,23,No
54,Female,Travel_Rarely,Research & Development,26,5,Human Resources,2,2,5,Research Director,2,Single,12416.0,5,No,18,3,3,1,32,1,4,26,23,1,25,No
44,Female,Travel_Rarely,Research & Development,24,3,Other,2,1,5,Sales Representative,1,Married,14727.0,4,No,21,3,3,3,26,0,3,21,20,4,18,No
50,Female,Travel_Rarely,Sales,21,3,Medical,3,3,5,Sales Representative,4,Married,16339.0,8,No,25,3,2,3,32,1,3,27,24,1,26,No
21,Female,Travel_Rarely,Research & Development,25,2,Medical,3,2,3,Research Director,2,Single,5992.0,6,No,16,3,2,2,3,1,4,0,0,0,0,No
39,Female,Travel_Rarely,Sales,22,3,Marketing,2,3,4,Sales Representative,4,Divorced,11615.0,8,No,12,3,4,3,21,3,1,18,16,3,17,No
19,Female,Non-Travel,Research & Development,11,1,Technical Degree,3,3,2,Laboratory Technician,4,Divorced,5637.0,4,No,11,3,3,0,1,6,3,0,0,0,0,No
27,Female,Travel_Frequently,Research & Development,10,1,Human Resources,3,1,2,Research Director,4,Married,5314.0,3,Yes,13,3,3,0,9,4,3,7,5,3,4,No
22,Male,Travel_Rarely,Research & Development,18,3,Marketing,2,2,1,Research Director,2,Single,4089.0,2,Yes,19,3,2,0,3,0,1,0,0,0,0,Yes
27,Male,Travel_Frequently,Research & Development,1,2,Marketing,4,4,3,Sales Executive,3,Divorced,6833.0,4,No,23,4,1,2,6,3,2,0,0,0,0,No
50,Female,Travel_Rarely,Sales,17,4,Medical,3,4,2,Healthcare Representative,4,Single,9869.0,8,No,17,3,1,0,28,5,4,27,27,2,25,No
55,Female,Travel_Rarely,Research & Development,16,2,Life Sciences,4,3,4,Healthcare Representative,2,Married,14380.0,2,No,12,3,3,0,37,1,1,34,32,1,30,No
30,Male,Travel_Rarely,Research & Development,12,5,Marketing,3,1,5,Sales Executive,3,Single,11860.0,0,No,24,3,3,3,11,5,4,5,3,3,2,No
48,Male,Non-Travel,Sales,28,4,Marketing,1,1,1,Manager,1,Married,7822.0,1,Yes,11,3,4,2,29,4,4,23,20,3,19,No
53,Female,Travel_Rarely,Research & Development,16,5,Technical Degree,4,1,4,Manager,2,Divorced,12814.0,4,No,12,3,4,1,34,3,3,29,29,1,25,No
41,Male,Travel_Rarely,Research & Development,9,3,Medical,4,2,2,Manufacturing Director,3,Divorced,6684.0,2,No,25,3,2,0,20,6,1,19,17,1,17,Yes
32,Male,Non-Travel,Sales,17,5,Life Sciences,3,2,3,Manager,2,Divorced,8541.0,5,No,13,3,3,3,10,3,4,9,6,3,7,No
46,Female,Travel_Rarely,Research & Development,3,3,Technical Degree,4,1,1,Manager,3,Divorced,6023.0,7,No,24,3,1,1,25,0,2,18,17,1,18,No
25,Male,Travel_Frequently,Research & Development,28,5,Life Sciences,1,4,2,Sales Executive,3,Single,5397.0,5,No,16,3,4,0,5,6,4,4,4,0,3,No
22,Female,Travel_Rarely,Research & Development,18,4,Life Sciences,2,4,1,Healthcare Representative,2,Single,2319.0,8,No,22,3,2,1,3,1,3,0,0,0,0,Yes
46,Male,Travel_Rarely,Sales,15,5,Marketing,1,2,2,Research Scientist,1,Single,7221.0,5,No,19,3,2,1,26,0,2,24,24,3,22,No
21,Female,Non-Travel,Sales,15,2,Technical Degree,2,1,5,Sales Representative,4,Married,10413.0,4,Yes,18,3,1,2,0,3,2,0,0,0,0,No
29,Male,Travel_Rarely,Sales,16,3,Marketing,1,4,3,Human Resources,3,Divorced,9438.0,3,No,20,3,4,2,11,6,1,8,6,2,4,No
19,Male,Travel_Frequently,Research & Development,28,1,Other,1,4,5,Human Resources,4,Divorced,9947.0,1,No,19,3,1,0,1,3,2,1,0,0,0,No
44,Female,Non-Travel,Research & Development,20,5,Life Sciences,4,2,2,Human Resources,1,Divorced,9330.0,5,No,21,4,2,0,23,0,1,17,15,2,17,Yes
48,Male,Travel_Rarely,Sales,1,3,Technical Degree,1,2,4,Sales Representative,4,Single,12984.0,1,No,21,3,3,2,26,3,1,26,26,1,23,No
53,Male,Travel_Rarely,Research & Development,1,1,Medical,3,4,5,Sales Representative,4,Single,15413.0,4,No,18,3,1,0,33,6,2,27,24,3,26,No
53,Female,Travel_Rarely,Research & Development,4,3,Marketing,3,1,4,Sales Executive,2,Divorced,11648.0,0,No,17,3,2,0,31,2,1,31,30,2,31,Yes
43,Male,Travel_Rarely,Sales,29,3,Other,3,4,2,Manager,2,Married,6016.0,2,Yes,16,3,3,2,22,4,1,21,18,2,18,Yes
60,Male,Travel_Rarely,Sales,13,1,Human Resources,3,4,3,Healthcare Representative,1,Single,12580.0,4,Yes,18,3,3,1,42,1,2,38,37,2,37,Yes
44,Female,Non-Travel,Sales,4,1,Other,4,1,4,Research Director,2,Divorced,11671.0,6,No,16,3,4,0,22,4,3,21,21,0,19,No
22,Female,Travel_Rarely,Sales,23,4,Other,3,2,2,Research Director,3,Divorced,4506.0,7,No,12,3,4,3,0,1,4,0,0,0,0,No
37,Female,Non-Travel,Research & Development,8,5,Marketing,1,1,4,Manufacturing Director,1,Divorced,13197.0,6,Yes,23,3,2,2,19,6,1,12,11,2,11,Yes
28,Female,Travel_Frequently,Research & Development,13,5,Medical,3,1,5,Sales Executive,2,Married,12684.0,6,No,19,3,1,0,8,3,1,3,2,0,3,No
27,Female,Non-Travel,Research & Development,24,3,Technical Degree,4,1,2,Manager,2,Divorced,5634.0,1,No,19,3,3,0,9,6,2,4,3,2,3,No
57,Female,Non-Travel,Research & Development,8,2,Life Sciences,2,1,5,Sales Executive,1,Single,17345.0,5,Yes,13,3,4,2,35,0,4,35,32,2,33,No
55,Female,Travel_Frequently,Research & Development,14,2,Medical,1,2,1,Healthcare Representative,3,Married,7586.0,4,No,19,4,4,3,35,0,4,29,28,2,26,No
23,Female,Travel_Frequently,Sales,28,3,Marketing,1,4,2,Healthcare Representative,1,Married,6290.0,8,Yes,12,3,1,3,3,3,1,0,0,0,0,Yes
25,Male,Travel_Frequently,Human Resources,25,4,Human Resources,4,3,4,Laboratory Technician,2,Divorced,9245.0,3,No,22,3,4,2,7,1,2,6,6,3,3,No
40,Male,Travel_Frequently,Research & Development,1,1,Technical Degree,2,2,1,Healthcare Representative,2,Single,3867.0,6,No,24,3,2,3,18,3,3,11,9,1,9,No
43,Female,Travel_Frequently,Sales,9,3,Life Sciences,3,1,5,Manager,1,Single,12500.0,7,No,13,3,1,0,22,1,4,22,21,2,22,No
60,Male,Travel_Frequently,Research & Development,26,5,Human Resources,2,4,5,Healthcare Representative,3,Divorced,16605.0,5,No,24,3,3,3,38,3,3,33,30,2,30,No
29,Female,Travel_Rarely,Research & Development,24,2,Technical Degree,1,4,4,Sales Executive,3,Divorced,9189.0,2,Yes,16,3,2,0,10,3,2,6,3,3,6,Yes
43,Male,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1,1,Sales Representative,4,Single,4076.0,4,No,24,3,3,1,20,3,3,17,14,2,16,Yes
30,Male,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2,3,Laboratory Technician,3,Married,8881.0,0,No,14,3,3,3,9,0,2,9,7,4,9,No
57,Female,Travel_Rarely,Sales,25,4,Other,2,1,4,Sales Representative,1,Married,12800.0,7,No,18,3,4,1,37,1,1,30,30,2,30,No
35,Male,Travel_Rarely,Sales,20,5,Human Resources,3,4,5,Healthcare Representative,3,Divorced,13193.0,1,No,11,3,2,2,14,5,3,10,7,1,7,No
42,Male,Non-Travel,Research & Development,13,4,Human Resources,1,4,2,Laboratory Technician,3,Divorced,7625.0,6,No,23,3,2,3,22,3,1,19,19,1,15,No
50,Male,Travel_Rarely,Sales,15,1,Marketing,4,2,1,Manager,4,Single,6783.0,8,No,16,3,1,0,30,4,1,28,26,0,24,No
57,Female,Travel_Rarely,Research & Development,29,3,Medical,3,3,3,Sales Executive,3,Single,13246.0,0,Yes,12,3,2,3,36,4,2,36,35,2,34,No
60,Male,Travel_Frequently,Research & Development,9,3,Other,1,1,2,Manager,4,Single,9657.0,3,No,16,3,1,2,40,6,3,40,39,4,38,No
29,Male,Non-Travel,Research & Development,16,2,Other,3,3,1,Manufacturing Director,4,Single,4796.0,6,No,24,3,2,2,9,6,4,7,6,1,3,No
53,Female,Travel_Frequently,Research & Development,17,2,Technical Degree,4,4,4,Manufacturing Director,3,Divorced,12316.0,8,No,11,3,3,0,34,0,3,32,29,0,31,No
21,Male,Travel_Frequently,Research & Development,9,1,Human Resources,2,3,4,Healthcare Representative,2,Divorced,9386.0,1,No,25,3,1,3,0,2,4,0,0,0,0,No
22,Male,Travel_Rarely,Research & Development,6,4,Life Sciences,1,1,1,Human Resources,1,Single,3529.0,1,Yes,12,3,2,1,0,5,1,0,0,0,0,Yes
54,Male,Travel_Rarely,Research & Development,20,5,Life Sciences,4,1,3,Sales Executive,1,Divorced,7601.0,5,No,19,4,1,2,31,0,1,30,28,0,29,No
25,Male,Travel_Rarely,Sales,12,1,Technical Degree,1,4,1,Laboratory Technician,3,Divorced,2468.0,2,No,16,3,4,2,2,2,2,0,0,0,0,Yes
59,Female,Travel_Rarely,Research & Development,16,3,Human Resources,1,2,2,Manufacturing Director,1,Single,10295.0,3,No,18,3,4,0,40,0,4,37,34,2,33,No
45,Female,Travel_Rarely,Research & Development,28,3,Marketing,2,2,2,Research Scientist,1,Married,7765.0,2,No,17,3,1,3,22,6,3,19,19,3,17,No
48,Female,Non-Travel,Research & Development,21,4,Life Sciences,2,4,4,Human Resources,4,Married,14390.0,0,No,19,3,1,1,27,4,2,26,25,1,25,No
26,Male,Travel_Frequently,Sales,15,1,Other,3,1,1,Sales Representative,2,Single,2713.0,5,Yes,19,3,3,3,8,3,2,2,1,1,0,No
46,Female,Travel_Rarely,Research & Development,7,5,Other,4,2,4,Sales Executive,1,Married,11934.0,1,No,21,3,2,3,28,1,2,26,25,2,26,No
31,Male,Travel_Rarely,Research & Development,10,1,Human Resources,4,3,3,Human Resources,2,Divorced,8621.0,1,No,14,3,4,1,13,6,3,9,6,4,6,No
57,Male,Travel_Rarely,Sales,29,1,Life Sciences,2,4,2,Manager,1,Married,11112.0,6,No,17,3,4,0,38,3,2,36,34,3,32,No
58,Female,Travel_Rarely,Research & Development,4,4,Life Sciences,1,3,5,Research Scientist,2,Single,17353.0,4,No,15,4,2,2,39,4,3,39,38,1,36,No
39,Female,Travel_Frequently,Research & Development,24,5,Marketing,3,1,5,Sales Executive,2,Single,13881.0,7,No,17,3,4,0,19,1,2,14,12,4,10,Yes
28,Female,Travel_Rarely,Research & Development,3,3,Human Resources,2,2,1,Manager,1,Married,3494.0,1,No,14,4,4,0,10,2,4,3,2,1,3,No
40,Male,Travel_Frequently,Sales,18,2,Life Sciences,3,1,1,Sales Representative,4,Married,3244.0,7,No,22,3,1,3,19,2,1,12,11,3,9,No
